TestSeason,Date,HomeTeam,AwayTeam,Bet,ModelProb,Odds,EV,ActualResult,Profit,Won
2021,2022-01-08,Sociedad,Celta,away,0.23744252743849734,4.75,0.12785200533286245,home,-1.0,False
2021,2022-01-08,Real Madrid,Valencia,home,0.7798214408626363,1.37,0.06835537398181168,home,0.3700000000000001,True
2021,2022-01-08,Granada,Barcelona,draw,0.2870795662596796,3.8,0.09090235178678241,draw,2.8,True
2021,2022-01-08,Levante,Mallorca,draw,0.32045981580269256,3.25,0.04149440135875082,home,-1.0,False
2021,2022-01-09,Alaves,Ath Bilbao,draw,0.3205070335575628,3.3,0.05767321073995735,draw,2.3,True
2021,2022-01-09,Osasuna,Cadiz,home,0.586918215455084,1.75,0.027106877046397138,home,0.75,True
2021,2022-01-09,Sevilla,Getafe,home,0.7963170123055648,1.61,0.2820703898119594,home,0.6100000000000001,True
2021,2022-01-09,Vallecano,Betis,away,0.42985784686496914,2.8,0.20360197122191348,draw,-1.0,False
2021,2022-01-09,Villarreal,Ath Madrid,away,0.4522027665282682,2.62,0.18477124830406266,draw,-1.0,False
2021,2022-01-10,Espanol,Elche,draw,0.3849643030514521,3.25,0.25113398491721917,away,-1.0,False
2021,2022-01-16,Elche,Villarreal,draw,0.36711069246036815,3.6,0.32159849285732545,home,-1.0,False
2021,2022-01-18,Betis,Alaves,home,0.7173603223136552,1.45,0.04017246735480007,home,0.44999999999999996,True
2021,2022-01-18,Cadiz,Espanol,home,0.4127246726039421,3.25,0.34135518596281167,draw,-1.0,False
2021,2022-01-19,Celta,Osasuna,draw,0.32044109312055136,3.5,0.1215438259219297,home,-1.0,False
2021,2022-01-19,Valencia,Sevilla,away,0.6350485148713724,2.25,0.42885915846058786,draw,-1.0,False
2021,2022-01-20,Getafe,Granada,draw,0.39372567702527933,3.2,0.25992216648089395,home,-1.0,False
2021,2022-01-21,Espanol,Betis,away,0.5758844732421926,2.25,0.2957400647949333,away,1.25,True
2021,2022-01-22,Villarreal,Mallorca,home,0.7491972332928066,1.44,0.07884401594164148,home,0.43999999999999995,True
2021,2022-01-22,Sevilla,Celta,home,0.7219186456186069,1.75,0.26335762983256195,draw,-1.0,False
2021,2022-01-22,Ath Madrid,Valencia,away,0.1672210183050135,8.5,0.4213786555926149,home,-1.0,False
2021,2022-01-22,Levante,Cadiz,draw,0.3356444055370641,3.5,0.17475541937972427,away,-1.0,False
2021,2022-01-23,Alaves,Barcelona,away,0.706560337917205,1.57,0.10929973053001185,away,0.5700000000000001,True
2021,2022-01-23,Granada,Osasuna,home,0.47773205705721195,2.5,0.19433014264302995,away,-1.0,False
2021,2022-01-23,Real Madrid,Elche,home,0.8780674216526424,1.16,0.018558209117065072,draw,-1.0,False
2021,2022-01-23,Sociedad,Getafe,home,0.6127071451453073,1.66,0.017093860941210126,draw,-1.0,False
2021,2022-01-23,Vallecano,Ath Bilbao,home,0.43116486513313323,2.75,0.18570337911611645,away,-1.0,False
2021,2022-02-04,Getafe,Levante,draw,0.33710715207222863,3.1,0.04503217142390881,home,-1.0,False
2021,2022-02-05,Celta,Vallecano,away,0.25884559512266814,4.33,0.12080142688115303,home,-1.0,False
2021,2022-02-05,Elche,Alaves,home,0.534085672530708,2.37,0.2657830438977782,home,1.37,True
2021,2022-02-05,Mallorca,Cadiz,away,0.24669917540229974,4.6,0.1348162068505787,home,-1.0,False
2021,2022-02-05,Osasuna,Sevilla,away,0.6499110514423097,2.15,0.39730876060096576,draw,-1.0,False
2021,2022-02-06,Real Madrid,Granada,home,0.8663272737925483,1.25,0.08290909224068521,home,0.25,True
2021,2022-02-06,Valencia,Sociedad,home,0.398093882832516,2.87,0.14252944372932097,draw,-1.0,False
2021,2022-02-06,Barcelona,Ath Madrid,away,0.4931851580976771,3.2,0.5781925059125668,home,-1.0,False
2021,2022-02-06,Betis,Villarreal,home,0.4404309478311207,2.37,0.0438213463597561,away,-1.0,False
2021,2022-02-07,Ath Bilbao,Espanol,draw,0.2766120939231471,3.8,0.05112595690795896,home,-1.0,False
2021,2022-02-11,Sevilla,Elche,home,0.781452915700761,1.45,0.13310672776610355,home,0.44999999999999996,True
2021,2022-02-12,Vallecano,Osasuna,home,0.5145009891466814,2.15,0.10617712666536505,away,-1.0,False
2021,2022-02-12,Villarreal,Real Madrid,away,0.5959167958458248,2.7,0.608975348783727,draw,-1.0,False
2021,2022-02-12,Ath Madrid,Getafe,home,0.7568930706818668,1.45,0.09749495248870699,home,0.44999999999999996,True
2021,2022-02-12,Cadiz,Celta,draw,0.3735559424718635,3.4,0.27009020440433584,draw,2.4,True
2021,2022-02-13,Levante,Betis,away,0.6624520717080091,2.1,0.3911493505868193,away,1.1,True
2021,2022-02-13,Sociedad,Granada,away,0.18061388749720964,9.0,0.6255249874748867,home,-1.0,False
2021,2022-02-13,Alaves,Valencia,away,0.5384367722004032,2.6,0.3999356077210483,home,-1.0,False
2021,2022-02-13,Espanol,Barcelona,away,0.6555306522479383,1.75,0.14717864143389203,draw,-1.0,False
2021,2022-02-14,Mallorca,Ath Bilbao,away,0.4561507068041577,2.3,0.049146625649562736,home,-1.0,False
2021,2022-02-16,Ath Madrid,Levante,home,0.8879646999468936,1.33,0.18099305092936868,away,-1.0,False
2021,2022-02-18,Elche,Vallecano,home,0.34255185213045714,3.0,0.027655556391371405,home,2.0,True
2021,2022-02-19,Cadiz,Getafe,draw,0.40523416650660565,2.9,0.1751790828691564,draw,1.9,True
2021,2022-02-19,Granada,Villarreal,away,0.50215689519935,1.95,-0.020794054361267467,away,0.95,True
2021,2022-02-19,Osasuna,Ath Madrid,away,0.5336465768876952,2.05,0.09397548261977517,away,1.0499999999999998,True
2021,2022-02-19,Real Madrid,Alaves,home,0.9127666540040095,1.22,0.1135753178848915,home,0.21999999999999997,True
2021,2022-02-20,Ath Bilbao,Sociedad,away,0.33578563517453514,3.4,0.14167115959341947,home,-1.0,False
2021,2022-02-20,Betis,Mallorca,home,0.7388996634311692,1.6,0.1822394614898708,home,0.6000000000000001,True
2021,2022-02-20,Espanol,Sevilla,away,0.7238587676806113,2.2,0.592489288897345,draw,-1.0,False
2021,2022-02-20,Valencia,Barcelona,away,0.5720325051118682,2.05,0.1726666354793298,away,1.0499999999999998,True
2021,2022-02-21,Celta,Levante,home,0.7006166809467501,1.6,0.12098668951480018,draw,-1.0,False
